Source,Image,XML,Classes,Split
Czech,Czech_000698.jpg,Czech_000698.xml,,train
Czech,Czech_000385.jpg,Czech_000385.xml,,train
Czech,Czech_002683.jpg,Czech_002683.xml,,train
Czech,Czech_001958.jpg,Czech_001958.xml,,train
Czech,Czech_000057.jpg,Czech_000057.xml,,train
Czech,Czech_002786.jpg,Czech_002786.xml,,train
Czech,Czech_003556.jpg,Czech_003556.xml,,train
Czech,Czech_000433.jpg,Czech_000433.xml,,train
Czech,Czech_002926.jpg,Czech_002926.xml,,train
Czech,Czech_002260.jpg,Czech_002260.xml,,train
Czech,Czech_002118.jpg,Czech_002118.xml,,train
Czech,Czech_002330.jpg,Czech_002330.xml,,train
Czech,Czech_002167.jpg,Czech_002167.xml,,train
Czech,Czech_002793.jpg,Czech_002793.xml,,train
Czech,Czech_002340.jpg,Czech_002340.xml,,train
Czech,Czech_003170.jpg,Czech_003170.xml,,train
Czech,Czech_001153.jpg,Czech_001153.xml,,train
Czech,Czech_000515.jpg,Czech_000515.xml,,train
Czech,Czech_001715.jpg,Czech_001715.xml,,train
Czech,Czech_001029.jpg,Czech_001029.xml,,train
Czech,Czech_001978.jpg,Czech_001978.xml,,train
Czech,Czech_002201.jpg,Czech_002201.xml,,train
Czech,Czech_001400.jpg,Czech_001400.xml,,train
Czech,Czech_002151.jpg,Czech_002151.xml,,train
Czech,Czech_000310.jpg,Czech_000310.xml,,train
Czech,Czech_000505.jpg,Czech_000505.xml,,train
Czech,Czech_003493.jpg,Czech_003493.xml,,train
Czech,Czech_000962.jpg,Czech_000962.xml,,train
Czech,Czech_002918.jpg,Czech_002918.xml,,train
Czech,Czech_003329.jpg,Czech_003329.xml,,train
Czech,Czech_000773.jpg,Czech_000773.xml,,train
Czech,Czech_000654.jpg,Czech_000654.xml,,train
Czech,Czech_003367.jpg,Czech_003367.xml,,train
Czech,Czech_002717.jpg,Czech_002717.xml,,train
Czech,Czech_003074.jpg,Czech_003074.xml,,train
Czech,Czech_000562.jpg,Czech_000562.xml,,train
Czech,Czech_003312.jpg,Czech_003312.xml,,train
Czech,Czech_001859.jpg,Czech_001859.xml,,train
Czech,Czech_002415.jpg,Czech_002415.xml,,train
Czech,Czech_003368.jpg,Czech_003368.xml,,train
Czech,Czech_001597.jpg,Czech_001597.xml,,train
Czech,Czech_001117.jpg,Czech_001117.xml,,train
Czech,Czech_003238.jpg,Czech_003238.xml,,train
Czech,Czech_000806.jpg,Czech_000806.xml,,train
Czech,Czech_003160.jpg,Czech_003160.xml,,train
Czech,Czech_000841.jpg,Czech_000841.xml,,train
Czech,Czech_000586.jpg,Czech_000586.xml,,train
Czech,Czech_002615.jpg,Czech_002615.xml,,train
Czech,Czech_002864.jpg,Czech_002864.xml,,train
Czech,Czech_001516.jpg,Czech_001516.xml,,train
Czech,Czech_003134.jpg,Czech_003134.xml,,train
Czech,Czech_003155.jpg,Czech_003155.xml,,train
Czech,Czech_001185.jpg,Czech_001185.xml,,train
Czech,Czech_000197.jpg,Czech_000197.xml,,train
Czech,Czech_000578.jpg,Czech_000578.xml,,train
Czech,Czech_000160.jpg,Czech_000160.xml,,train
Czech,Czech_002490.jpg,Czech_002490.xml,,train
Czech,Czech_000783.jpg,Czech_000783.xml,,train
Czech,Czech_001130.jpg,Czech_001130.xml,,train
Czech,Czech_001704.jpg,Czech_001704.xml,,train
Czech,Czech_003103.jpg,Czech_003103.xml,,train
Czech,Czech_001842.jpg,Czech_001842.xml,,train
Czech,Czech_001398.jpg,Czech_001398.xml,,train
Czech,Czech_002668.jpg,Czech_002668.xml,,train
Czech,Czech_000685.jpg,Czech_000685.xml,,train
Czech,Czech_001282.jpg,Czech_001282.xml,,train
Czech,Czech_000947.jpg,Czech_000947.xml,,train
Czech,Czech_000502.jpg,Czech_000502.xml,,train
Czech,Czech_000933.jpg,Czech_000933.xml,,train
Czech,Czech_000561.jpg,Czech_000561.xml,,train
Czech,Czech_002043.jpg,Czech_002043.xml,,train
Czech,Czech_000234.jpg,Czech_000234.xml,,train
Czech,Czech_000243.jpg,Czech_000243.xml,,train
Czech,Czech_001935.jpg,Czech_001935.xml,,train
Czech,Czech_001826.jpg,Czech_001826.xml,,train
Czech,Czech_002700.jpg,Czech_002700.xml,,train
Czech,Czech_002823.jpg,Czech_002823.xml,,train
Czech,Czech_000449.jpg,Czech_000449.xml,,train
Czech,Czech_000979.jpg,Czech_000979.xml,,train
Czech,Czech_003145.jpg,Czech_003145.xml,,train
Czech,Czech_003514.jpg,Czech_003514.xml,,train
Czech,Czech_002334.jpg,Czech_002334.xml,,train
Czech,Czech_001711.jpg,Czech_001711.xml,,train
Czech,Czech_000409.jpg,Czech_000409.xml,,train
Czech,Czech_002345.jpg,Czech_002345.xml,,train
Czech,Czech_003130.jpg,Czech_003130.xml,,train
Czech,Czech_000747.jpg,Czech_000747.xml,,train
Czech,Czech_001490.jpg,Czech_001490.xml,,train
Czech,Czech_003551.jpg,Czech_003551.xml,,train
Czech,Czech_002549.jpg,Czech_002549.xml,,train
Czech,Czech_000891.jpg,Czech_000891.xml,,train
Czech,Czech_001867.jpg,Czech_001867.xml,,train
Czech,Czech_002922.jpg,Czech_002922.xml,,train
Czech,Czech_001048.jpg,Czech_001048.xml,,train
Czech,Czech_003518.jpg,Czech_003518.xml,,train
Czech,Czech_000263.jpg,Czech_000263.xml,,train
Czech,Czech_002679.jpg,Czech_002679.xml,,train
Czech,Czech_000668.jpg,Czech_000668.xml,,train
Czech,Czech_002229.jpg,Czech_002229.xml,,train
Czech,Czech_001951.jpg,Czech_001951.xml,,train
Czech,Czech_000315.jpg,Czech_000315.xml,,train
Czech,Czech_002355.jpg,Czech_002355.xml,,train
Czech,Czech_001452.jpg,Czech_001452.xml,,train
Czech,Czech_001967.jpg,Czech_001967.xml,,train
Czech,Czech_000301.jpg,Czech_000301.xml,,train
Czech,Czech_000087.jpg,Czech_000087.xml,,train
Czech,Czech_003330.jpg,Czech_003330.xml,,train
Czech,Czech_002983.jpg,Czech_002983.xml,,train
Czech,Czech_001227.jpg,Czech_001227.xml,,train
Czech,Czech_001766.jpg,Czech_001766.xml,,train
Czech,Czech_003390.jpg,Czech_003390.xml,,train
Czech,Czech_000625.jpg,Czech_000625.xml,,train
Czech,Czech_000224.jpg,Czech_000224.xml,,train
Czech,Czech_002138.jpg,Czech_002138.xml,,train
Czech,Czech_000629.jpg,Czech_000629.xml,,train
Czech,Czech_003047.jpg,Czech_003047.xml,,train
Czech,Czech_001363.jpg,Czech_001363.xml,,train
Czech,Czech_002491.jpg,Czech_002491.xml,,train
Czech,Czech_003502.jpg,Czech_003502.xml,,train
Czech,Czech_001582.jpg,Czech_001582.xml,,train
Czech,Czech_001228.jpg,Czech_001228.xml,,train
Czech,Czech_000065.jpg,Czech_000065.xml,,train
Czech,Czech_000674.jpg,Czech_000674.xml,,train
Czech,Czech_000945.jpg,Czech_000945.xml,,train
Czech,Czech_001835.jpg,Czech_001835.xml,,train
Czech,Czech_003349.jpg,Czech_003349.xml,,train
Czech,Czech_001901.jpg,Czech_001901.xml,,train
Czech,Czech_000126.jpg,Czech_000126.xml,,train
Czech,Czech_001094.jpg,Czech_001094.xml,,train
Czech,Czech_000924.jpg,Czech_000924.xml,,train
Czech,Czech_001758.jpg,Czech_001758.xml,,train
Czech,Czech_002754.jpg,Czech_002754.xml,,train
Czech,Czech_003030.jpg,Czech_003030.xml,,train
Czech,Czech_001300.jpg,Czech_001300.xml,,train
Czech,Czech_001182.jpg,Czech_001182.xml,,train
Czech,Czech_000635.jpg,Czech_000635.xml,,train
Czech,Czech_001896.jpg,Czech_001896.xml,,train
Czech,Czech_001851.jpg,Czech_001851.xml,,train
Czech,Czech_000607.jpg,Czech_000607.xml,,train
Czech,Czech_001813.jpg,Czech_001813.xml,,train
Czech,Czech_003399.jpg,Czech_003399.xml,,train
Czech,Czech_000405.jpg,Czech_000405.xml,,train
Czech,Czech_001486.jpg,Czech_001486.xml,,train
Czech,Czech_000025.jpg,Czech_000025.xml,,train
Czech,Czech_001019.jpg,Czech_001019.xml,,train
Czech,Czech_003138.jpg,Czech_003138.xml,,train
Czech,Czech_002302.jpg,Czech_002302.xml,,train
Czech,Czech_003304.jpg,Czech_003304.xml,,train
Czech,Czech_003576.jpg,Czech_003576.xml,,train
Czech,Czech_002007.jpg,Czech_002007.xml,,train
Czech,Czech_002725.jpg,Czech_002725.xml,,train
Czech,Czech_001122.jpg,Czech_001122.xml,,train
Czech,Czech_000038.jpg,Czech_000038.xml,,train
Czech,Czech_003341.jpg,Czech_003341.xml,,train
Czech,Czech_001652.jpg,Czech_001652.xml,,train
Czech,Czech_003234.jpg,Czech_003234.xml,,train
Czech,Czech_002659.jpg,Czech_002659.xml,,train
Czech,Czech_001492.jpg,Czech_001492.xml,,train
Czech,Czech_000120.jpg,Czech_000120.xml,,train
Czech,Czech_003099.jpg,Czech_003099.xml,,train
Czech,Czech_000063.jpg,Czech_000063.xml,,train
Czech,Czech_003353.jpg,Czech_003353.xml,,train
Czech,Czech_002380.jpg,Czech_002380.xml,,train
Czech,Czech_001276.jpg,Czech_001276.xml,,train
Czech,Czech_001945.jpg,Czech_001945.xml,,train
Czech,Czech_003323.jpg,Czech_003323.xml,,train
Czech,Czech_000998.jpg,Czech_000998.xml,,train
Czech,Czech_003010.jpg,Czech_003010.xml,,train
Czech,Czech_000957.jpg,Czech_000957.xml,,train
Czech,Czech_001477.jpg,Czech_001477.xml,,train
Czech,Czech_002669.jpg,Czech_002669.xml,,train
Czech,Czech_002512.jpg,Czech_002512.xml,,train
Czech,Czech_002076.jpg,Czech_002076.xml,,train
Czech,Czech_001022.jpg,Czech_001022.xml,,train
Czech,Czech_001297.jpg,Czech_001297.xml,,train
Czech,Czech_000140.jpg,Czech_000140.xml,,train
Czech,Czech_000909.jpg,Czech_000909.xml,,train
Czech,Czech_001135.jpg,Czech_001135.xml,,train
Czech,Czech_000307.jpg,Czech_000307.xml,,train
Czech,Czech_001989.jpg,Czech_001989.xml,,train
Czech,Czech_001868.jpg,Czech_001868.xml,,train
Czech,Czech_003302.jpg,Czech_003302.xml,,train
Czech,Czech_000334.jpg,Czech_000334.xml,,train
Czech,Czech_001367.jpg,Czech_001367.xml,,train
Czech,Czech_002854.jpg,Czech_002854.xml,,train
Czech,Czech_001083.jpg,Czech_001083.xml,,train
Czech,Czech_001610.jpg,Czech_001610.xml,,train
Czech,Czech_003020.jpg,Czech_003020.xml,,train
Czech,Czech_002069.jpg,Czech_002069.xml,,train
Czech,Czech_002439.jpg,Czech_002439.xml,,train
Czech,Czech_002618.jpg,Czech_002618.xml,,train
Czech,Czech_003055.jpg,Czech_003055.xml,,train
Czech,Czech_002626.jpg,Czech_002626.xml,,train
Czech,Czech_003530.jpg,Czech_003530.xml,,train
Czech,Czech_000618.jpg,Czech_000618.xml,,train
Czech,Czech_002180.jpg,Czech_002180.xml,,train
Czech,Czech_003408.jpg,Czech_003408.xml,,train
Czech,Czech_000620.jpg,Czech_000620.xml,,train
Czech,Czech_000776.jpg,Czech_000776.xml,,train
Czech,Czech_002243.jpg,Czech_002243.xml,,train
Czech,Czech_001591.jpg,Czech_001591.xml,,train
Czech,Czech_001170.jpg,Czech_001170.xml,,train
Czech,Czech_001021.jpg,Czech_001021.xml,,train
Czech,Czech_001777.jpg,Czech_001777.xml,,train
Czech,Czech_001024.jpg,Czech_001024.xml,,train
Czech,Czech_002143.jpg,Czech_002143.xml,,train
Czech,Czech_003552.jpg,Czech_003552.xml,,train
Czech,Czech_001812.jpg,Czech_001812.xml,,train
Czech,Czech_000123.jpg,Czech_000123.xml,,train
Czech,Czech_001194.jpg,Czech_001194.xml,,train
Czech,Czech_001556.jpg,Czech_001556.xml,,train
Czech,Czech_000356.jpg,Czech_000356.xml,,train
Czech,Czech_002164.jpg,Czech_002164.xml,,train
Czech,Czech_001026.jpg,Czech_001026.xml,,train
Czech,Czech_001393.jpg,Czech_001393.xml,,train
Czech,Czech_002019.jpg,Czech_002019.xml,,train
Czech,Czech_003265.jpg,Czech_003265.xml,,train
Czech,Czech_000643.jpg,Czech_000643.xml,,train
Czech,Czech_000097.jpg,Czech_000097.xml,,train
Czech,Czech_001154.jpg,Czech_001154.xml,,train
Czech,Czech_001423.jpg,Czech_001423.xml,,train
Czech,Czech_002321.jpg,Czech_002321.xml,,train
Czech,Czech_000058.jpg,Czech_000058.xml,,train
Czech,Czech_001732.jpg,Czech_001732.xml,,train
Czech,Czech_003389.jpg,Czech_003389.xml,,train
Czech,Czech_001638.jpg,Czech_001638.xml,,train
Czech,Czech_000044.jpg,Czech_000044.xml,,train
Czech,Czech_001420.jpg,Czech_001420.xml,,train
Czech,Czech_002404.jpg,Czech_002404.xml,,train
Czech,Czech_002110.jpg,Czech_002110.xml,,train
Czech,Czech_002709.jpg,Czech_002709.xml,,train
Czech,Czech_002582.jpg,Czech_002582.xml,,train
Czech,Czech_003301.jpg,Czech_003301.xml,,train
Czech,Czech_002446.jpg,Czech_002446.xml,,train
Czech,Czech_000871.jpg,Czech_000871.xml,,train
Czech,Czech_001861.jpg,Czech_001861.xml,,train
Czech,Czech_000659.jpg,Czech_000659.xml,,train
Czech,Czech_001439.jpg,Czech_001439.xml,,train
Czech,Czech_002086.jpg,Czech_002086.xml,,train
Czech,Czech_000884.jpg,Czech_000884.xml,,train
Czech,Czech_000494.jpg,Czech_000494.xml,,train
Czech,Czech_003063.jpg,Czech_003063.xml,,train
Czech,Czech_002630.jpg,Czech_002630.xml,,train
Czech,Czech_001387.jpg,Czech_001387.xml,,train
Czech,Czech_001174.jpg,Czech_001174.xml,,train
Czech,Czech_001369.jpg,Czech_001369.xml,,train
Czech,Czech_000577.jpg,Czech_000577.xml,,train
Czech,Czech_001634.jpg,Czech_001634.xml,,train
Czech,Czech_000278.jpg,Czech_000278.xml,,train
Czech,Czech_001797.jpg,Czech_001797.xml,,train
Czech,Czech_000795.jpg,Czech_000795.xml,,train
Czech,Czech_002286.jpg,Czech_002286.xml,,train
Czech,Czech_000135.jpg,Czech_000135.xml,,train
Czech,Czech_001389.jpg,Czech_001389.xml,,train
Czech,Czech_001641.jpg,Czech_001641.xml,,train
Czech,Czech_000469.jpg,Czech_000469.xml,,train
Czech,Czech_001800.jpg,Czech_001800.xml,,train
Czech,Czech_001034.jpg,Czech_001034.xml,,train
Czech,Czech_001960.jpg,Czech_001960.xml,,train
Czech,Czech_001087.jpg,Czech_001087.xml,,train
Czech,Czech_002965.jpg,Czech_002965.xml,,train
Czech,Czech_002551.jpg,Czech_002551.xml,,train
Czech,Czech_001688.jpg,Czech_001688.xml,,train
Czech,Czech_001957.jpg,Czech_001957.xml,,train
Czech,Czech_002721.jpg,Czech_002721.xml,,train
Czech,Czech_000373.jpg,Czech_000373.xml,,train
Czech,Czech_002137.jpg,Czech_002137.xml,,train
Czech,Czech_002333.jpg,Czech_002333.xml,,train
Czech,Czech_002953.jpg,Czech_002953.xml,,train
Czech,Czech_000819.jpg,Czech_000819.xml,,train
Czech,Czech_001685.jpg,Czech_001685.xml,,train
Czech,Czech_002416.jpg,Czech_002416.xml,,train
Czech,Czech_001547.jpg,Czech_001547.xml,,train
Czech,Czech_001290.jpg,Czech_001290.xml,,train
Czech,Czech_002835.jpg,Czech_002835.xml,,train
Czech,Czech_001814.jpg,Czech_001814.xml,,train
Czech,Czech_001890.jpg,Czech_001890.xml,,train
Czech,Czech_000329.jpg,Czech_000329.xml,,train
Czech,Czech_002379.jpg,Czech_002379.xml,,train
Czech,Czech_001651.jpg,Czech_001651.xml,,train
Czech,Czech_002843.jpg,Czech_002843.xml,,train
Czech,Czech_000200.jpg,Czech_000200.xml,,train
Czech,Czech_003181.jpg,Czech_003181.xml,,train
Czech,Czech_001502.jpg,Czech_001502.xml,,train
Czech,Czech_003078.jpg,Czech_003078.xml,,train
Czech,Czech_003407.jpg,Czech_003407.xml,,train
Czech,Czech_000754.jpg,Czech_000754.xml,,train
Czech,Czech_002219.jpg,Czech_002219.xml,,train
Czech,Czech_003173.jpg,Czech_003173.xml,,train
Czech,Czech_000778.jpg,Czech_000778.xml,,train
Czech,Czech_003283.jpg,Czech_003283.xml,,train
Czech,Czech_000971.jpg,Czech_000971.xml,,train
Czech,Czech_000702.jpg,Czech_000702.xml,,train
Czech,Czech_002928.jpg,Czech_002928.xml,,train
Czech,Czech_002666.jpg,Czech_002666.xml,,train
Czech,Czech_000958.jpg,Czech_000958.xml,,train
Czech,Czech_001548.jpg,Czech_001548.xml,,train
Czech,Czech_000558.jpg,Czech_000558.xml,,train
Czech,Czech_001051.jpg,Czech_001051.xml,,train
Czech,Czech_002389.jpg,Czech_002389.xml,,train
Czech,Czech_001100.jpg,Czech_001100.xml,,train
Czech,Czech_000050.jpg,Czech_000050.xml,,train
Czech,Czech_002011.jpg,Czech_002011.xml,,train
Czech,Czech_000600.jpg,Czech_000600.xml,,train
Czech,Czech_000211.jpg,Czech_000211.xml,,train
Czech,Czech_000414.jpg,Czech_000414.xml,,train
Czech,Czech_001657.jpg,Czech_001657.xml,,train
Czech,Czech_000530.jpg,Czech_000530.xml,,train
Czech,Czech_000954.jpg,Czech_000954.xml,,train
Czech,Czech_000506.jpg,Czech_000506.xml,,train
Czech,Czech_000282.jpg,Czech_000282.xml,,train
Czech,Czech_003335.jpg,Czech_003335.xml,,train
Czech,Czech_003339.jpg,Czech_003339.xml,,train
Czech,Czech_000879.jpg,Czech_000879.xml,,train
Czech,Czech_002270.jpg,Czech_002270.xml,,train
Czech,Czech_002814.jpg,Czech_002814.xml,,train
Czech,Czech_002935.jpg,Czech_002935.xml,,train
Czech,Czech_000039.jpg,Czech_000039.xml,,train
Czech,Czech_000560.jpg,Czech_000560.xml,,train
Czech,Czech_000007.jpg,Czech_000007.xml,,train
Czech,Czech_002282.jpg,Czech_002282.xml,,train
Czech,Czech_003009.jpg,Czech_003009.xml,,train
Czech,Czech_001761.jpg,Czech_001761.xml,,train
Czech,Czech_000902.jpg,Czech_000902.xml,,train
Czech,Czech_002088.jpg,Czech_002088.xml,,train
Czech,Czech_000122.jpg,Czech_000122.xml,,train
Czech,Czech_002637.jpg,Czech_002637.xml,,train
Czech,Czech_001522.jpg,Czech_001522.xml,,train
Czech,Czech_002995.jpg,Czech_002995.xml,,train
Czech,Czech_000626.jpg,Czech_000626.xml,,train
Czech,Czech_003182.jpg,Czech_003182.xml,,train
Czech,Czech_002650.jpg,Czech_002650.xml,,train
Czech,Czech_002427.jpg,Czech_002427.xml,,train
Czech,Czech_001553.jpg,Czech_001553.xml,,train
Czech,Czech_002246.jpg,Czech_002246.xml,,train
Czech,Czech_000239.jpg,Czech_000239.xml,,train
Czech,Czech_002237.jpg,Czech_002237.xml,,train
Czech,Czech_002544.jpg,Czech_002544.xml,,train
Czech,Czech_001933.jpg,Czech_001933.xml,,train
Czech,Czech_001032.jpg,Czech_001032.xml,,train
Czech,Czech_000518.jpg,Czech_000518.xml,,train
Czech,Czech_000184.jpg,Czech_000184.xml,,train
Czech,Czech_002833.jpg,Czech_002833.xml,,train
Czech,Czech_001959.jpg,Czech_001959.xml,,train
Czech,Czech_001724.jpg,Czech_001724.xml,,train
Czech,Czech_003233.jpg,Czech_003233.xml,,train
Czech,Czech_001084.jpg,Czech_001084.xml,,train
Czech,Czech_002561.jpg,Czech_002561.xml,,train
Czech,Czech_002323.jpg,Czech_002323.xml,,train
Czech,Czech_002979.jpg,Czech_002979.xml,,train
Czech,Czech_002617.jpg,Czech_002617.xml,,train
Czech,Czech_000176.jpg,Czech_000176.xml,,train
Czech,Czech_001772.jpg,Czech_001772.xml,,train
Czech,Czech_002346.jpg,Czech_002346.xml,,train
Czech,Czech_000351.jpg,Czech_000351.xml,,train
Czech,Czech_001362.jpg,Czech_001362.xml,,train
Czech,Czech_000763.jpg,Czech_000763.xml,,train
Czech,Czech_000695.jpg,Czech_000695.xml,,train
Czech,Czech_003455.jpg,Czech_003455.xml,,train
Czech,Czech_003593.jpg,Czech_003593.xml,,train
Czech,Czech_003247.jpg,Czech_003247.xml,,train
Czech,Czech_003437.jpg,Czech_003437.xml,,train
Czech,Czech_002144.jpg,Czech_002144.xml,,train
Czech,Czech_000856.jpg,Czech_000856.xml,,train
Czech,Czech_002221.jpg,Czech_002221.xml,,train
Czech,Czech_002621.jpg,Czech_002621.xml,,train
Czech,Czech_003096.jpg,Czech_003096.xml,,train
Czech,Czech_001875.jpg,Czech_001875.xml,,train
Czech,Czech_003139.jpg,Czech_003139.xml,,train
Czech,Czech_003061.jpg,Czech_003061.xml,,train
Czech,Czech_001707.jpg,Czech_001707.xml,,train
Czech,Czech_002623.jpg,Czech_002623.xml,,train
Czech,Czech_002504.jpg,Czech_002504.xml,,train
Czech,Czech_000718.jpg,Czech_000718.xml,,train
Czech,Czech_003383.jpg,Czech_003383.xml,,train
Czech,Czech_000208.jpg,Czech_000208.xml,,train
Czech,Czech_001937.jpg,Czech_001937.xml,,train
Czech,Czech_003177.jpg,Czech_003177.xml,,train
Czech,Czech_002685.jpg,Czech_002685.xml,,train
Czech,Czech_001068.jpg,Czech_001068.xml,,train
Czech,Czech_000259.jpg,Czech_000259.xml,,train
Czech,Czech_002046.jpg,Czech_002046.xml,,train
Czech,Czech_000500.jpg,Czech_000500.xml,,train
Czech,Czech_000027.jpg,Czech_000027.xml,,train
Czech,Czech_003114.jpg,Czech_003114.xml,,train
Czech,Czech_000606.jpg,Czech_000606.xml,,train
Czech,Czech_003561.jpg,Czech_003561.xml,,train
Czech,Czech_003317.jpg,Czech_003317.xml,,train
Czech,Czech_001266.jpg,Czech_001266.xml,,train
Czech,Czech_002539.jpg,Czech_002539.xml,,train
Czech,Czech_001411.jpg,Czech_001411.xml,,train
Czech,Czech_001632.jpg,Czech_001632.xml,,train
Czech,Czech_000242.jpg,Czech_000242.xml,,train
Czech,Czech_001326.jpg,Czech_001326.xml,,train
Czech,Czech_002523.jpg,Czech_002523.xml,,train
Czech,Czech_003075.jpg,Czech_003075.xml,,train
Czech,Czech_003011.jpg,Czech_003011.xml,,train
Czech,Czech_003469.jpg,Czech_003469.xml,,train
Czech,Czech_002292.jpg,Czech_002292.xml,,train
Czech,Czech_000255.jpg,Czech_000255.xml,,train
Czech,Czech_003129.jpg,Czech_003129.xml,,train
Czech,Czech_003124.jpg,Czech_003124.xml,,train
Czech,Czech_000830.jpg,Czech_000830.xml,,train
Czech,Czech_002494.jpg,Czech_002494.xml,,train
Czech,Czech_002681.jpg,Czech_002681.xml,,train
Czech,Czech_003402.jpg,Czech_003402.xml,,train
Czech,Czech_002470.jpg,Czech_002470.xml,,train
Czech,Czech_002704.jpg,Czech_002704.xml,,train
Czech,Czech_002740.jpg,Czech_002740.xml,,train
Czech,Czech_002723.jpg,Czech_002723.xml,,train
Czech,Czech_002825.jpg,Czech_002825.xml,,train
Czech,Czech_001519.jpg,Czech_001519.xml,,train
Czech,Czech_001687.jpg,Czech_001687.xml,,train
Czech,Czech_001020.jpg,Czech_001020.xml,,train
Czech,Czech_000106.jpg,Czech_000106.xml,,train
Czech,Czech_002652.jpg,Czech_002652.xml,,train
Czech,Czech_001171.jpg,Czech_001171.xml,,train
Czech,Czech_002289.jpg,Czech_002289.xml,,train
Czech,Czech_001287.jpg,Czech_001287.xml,,train
Czech,Czech_000002.jpg,Czech_000002.xml,,train
Czech,Czech_000598.jpg,Czech_000598.xml,,train
Czech,Czech_003359.jpg,Czech_003359.xml,,train
Czech,Czech_000956.jpg,Czech_000956.xml,,train
Czech,Czech_002697.jpg,Czech_002697.xml,,train
Czech,Czech_002487.jpg,Czech_002487.xml,,train
Czech,Czech_000619.jpg,Czech_000619.xml,,train
Czech,Czech_002370.jpg,Czech_002370.xml,,train
Czech,Czech_001155.jpg,Czech_001155.xml,,train
Czech,Czech_002672.jpg,Czech_002672.xml,,train
Czech,Czech_001503.jpg,Czech_001503.xml,,train
Czech,Czech_000357.jpg,Czech_000357.xml,,train
Czech,Czech_002184.jpg,Czech_002184.xml,,train
Czech,Czech_000604.jpg,Czech_000604.xml,,train
Czech,Czech_000943.jpg,Czech_000943.xml,,train
Czech,Czech_003492.jpg,Czech_003492.xml,,train
Czech,Czech_001461.jpg,Czech_001461.xml,,train
Czech,Czech_003365.jpg,Czech_003365.xml,,train
Czech,Czech_002572.jpg,Czech_002572.xml,,train
Czech,Czech_003225.jpg,Czech_003225.xml,,train
Czech,Czech_003089.jpg,Czech_003089.xml,,train
Czech,Czech_000946.jpg,Czech_000946.xml,,train
Czech,Czech_000068.jpg,Czech_000068.xml,,train
Czech,Czech_000719.jpg,Czech_000719.xml,,train
Czech,Czech_000750.jpg,Czech_000750.xml,,train
Czech,Czech_002146.jpg,Czech_002146.xml,,train
Czech,Czech_000419.jpg,Czech_000419.xml,,train
Czech,Czech_003202.jpg,Czech_003202.xml,,train
Czech,Czech_003559.jpg,Czech_003559.xml,,train
Czech,Czech_003088.jpg,Czech_003088.xml,,train
Czech,Czech_002369.jpg,Czech_002369.xml,,train
Czech,Czech_002283.jpg,Czech_002283.xml,,train
Czech,Czech_002037.jpg,Czech_002037.xml,,train
Czech,Czech_003175.jpg,Czech_003175.xml,,train
Czech,Czech_002602.jpg,Czech_002602.xml,,train
Czech,Czech_002338.jpg,Czech_002338.xml,,train
Czech,Czech_002984.jpg,Czech_002984.xml,,train
Czech,Czech_003450.jpg,Czech_003450.xml,,train
Czech,Czech_000349.jpg,Czech_000349.xml,,train
Czech,Czech_001622.jpg,Czech_001622.xml,,train
Czech,Czech_001644.jpg,Czech_001644.xml,,train
Czech,Czech_000066.jpg,Czech_000066.xml,,train
Czech,Czech_002553.jpg,Czech_002553.xml,,train
Czech,Czech_000591.jpg,Czech_000591.xml,,train
Czech,Czech_002169.jpg,Czech_002169.xml,,train
Czech,Czech_002981.jpg,Czech_002981.xml,,train
Czech,Czech_001633.jpg,Czech_001633.xml,,train
Czech,Czech_000898.jpg,Czech_000898.xml,,train
Czech,Czech_001027.jpg,Czech_001027.xml,,train
Czech,Czech_003232.jpg,Czech_003232.xml,,train
Czech,Czech_000117.jpg,Czech_000117.xml,,train
Czech,Czech_003215.jpg,Czech_003215.xml,,train
Czech,Czech_001551.jpg,Czech_001551.xml,,train
Czech,Czech_001716.jpg,Czech_001716.xml,,train
Czech,Czech_000779.jpg,Czech_000779.xml,,train
Czech,Czech_000075.jpg,Czech_000075.xml,,train
Czech,Czech_002236.jpg,Czech_002236.xml,,train
Czech,Czech_001150.jpg,Czech_001150.xml,,train
Czech,Czech_000462.jpg,Czech_000462.xml,,train
Czech,Czech_001605.jpg,Czech_001605.xml,,train
Czech,Czech_000128.jpg,Czech_000128.xml,,train
Czech,Czech_000175.jpg,Czech_000175.xml,,train
Czech,Czech_002425.jpg,Czech_002425.xml,,train
Czech,Czech_002271.jpg,Czech_002271.xml,,train
Czech,Czech_000298.jpg,Czech_000298.xml,,train
Czech,Czech_002537.jpg,Czech_002537.xml,,train
Czech,Czech_002106.jpg,Czech_002106.xml,,train
Czech,Czech_002665.jpg,Czech_002665.xml,,train
Czech,Czech_001973.jpg,Czech_001973.xml,,train
Czech,Czech_000105.jpg,Czech_000105.xml,,train
Czech,Czech_003073.jpg,Czech_003073.xml,,train
Czech,Czech_003224.jpg,Czech_003224.xml,,train
Czech,Czech_002527.jpg,Czech_002527.xml,,train
Czech,Czech_002528.jpg,Czech_002528.xml,,train
Czech,Czech_001833.jpg,Czech_001833.xml,,train
Czech,Czech_002044.jpg,Czech_002044.xml,,train
Czech,Czech_003281.jpg,Czech_003281.xml,,train
Czech,Czech_001330.jpg,Czech_001330.xml,,train
Czech,Czech_003465.jpg,Czech_003465.xml,,train
Czech,Czech_000284.jpg,Czech_000284.xml,,train
